<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
RIH3 [SPBFUT],Daily,20221117,000000,111880.000000,112180.000000,110090.000000,111100.000000,190.000000
RIH3 [SPBFUT],Daily,20221118,000000,111040.000000,111040.000000,109620.000000,110610.000000,166.000000
RIH3 [SPBFUT],Daily,20221121,000000,110640.000000,110640.000000,107950.000000,109060.000000,325.000000
RIH3 [SPBFUT],Daily,20221122,000000,109010.000000,110560.000000,108580.000000,110560.000000,222.000000
RIH3 [SPBFUT],Daily,20221123,000000,110370.000000,111220.000000,109770.000000,110000.000000,191.000000
RIH3 [SPBFUT],Daily,20221124,000000,110270.000000,111360.000000,109820.000000,110280.000000,329.000000
RIH3 [SPBFUT],Daily,20221125,000000,110560.000000,110880.000000,109370.000000,110050.000000,206.000000
RIH3 [SPBFUT],Daily,20221128,000000,110000.000000,110000.000000,108270.000000,108350.000000,308.000000
RIH3 [SPBFUT],Daily,20221129,000000,108960.000000,109500.000000,108290.000000,108740.000000,333.000000
RIH3 [SPBFUT],Daily,20221130,000000,108950.000000,109530.000000,108400.000000,109530.000000,250.000000
RIH3 [SPBFUT],Daily,20221201,000000,109550.000000,109750.000000,107900.000000,108530.000000,594.000000
RIH3 [SPBFUT],Daily,20221202,000000,108400.000000,108420.000000,106850.000000,106980.000000,882.000000
RIH3 [SPBFUT],Daily,20221205,000000,107400.000000,108780.000000,106450.000000,107500.000000,1544.000000
RIH3 [SPBFUT],Daily,20221206,000000,107280.000000,107300.000000,105400.000000,105650.000000,2218.000000
RIH3 [SPBFUT],Daily,20221207,000000,105650.000000,106740.000000,104910.000000,106160.000000,1875.000000
RIH3 [SPBFUT],Daily,20221208,000000,106050.000000,107400.000000,105920.000000,106460.000000,2996.000000
RIH3 [SPBFUT],Daily,20221209,000000,106510.000000,107380.000000,106020.000000,106500.000000,3111.000000
RIH3 [SPBFUT],Daily,20221212,000000,106430.000000,106890.000000,105360.000000,106030.000000,4729.000000
RIH3 [SPBFUT],Daily,20221213,000000,106030.000000,106750.000000,105060.000000,106250.000000,8555.000000
RIH3 [SPBFUT],Daily,20221214,000000,106110.000000,106230.000000,103930.000000,104360.000000,23945.000000
RIH3 [SPBFUT],Daily,20221215,000000,104350.000000,104500.000000,102520.000000,103900.000000,77207.000000
RIH3 [SPBFUT],Daily,20221216,000000,103800.000000,104240.000000,102780.000000,103080.000000,77092.000000
RIH3 [SPBFUT],Daily,20221219,000000,103070.000000,103070.000000,99440.000000,99790.000000,140831.000000
RIH3 [SPBFUT],Daily,20221220,000000,99750.000000,101600.000000,99250.000000,100750.000000,106998.000000
RIH3 [SPBFUT],Daily,20221221,000000,100730.000000,100870.000000,97570.000000,98110.000000,115783.000000
RIH3 [SPBFUT],Daily,20221222,000000,98120.000000,101680.000000,97380.000000,101440.000000,139401.000000
RIH3 [SPBFUT],Daily,20221223,000000,101360.000000,102390.000000,99300.000000,99300.000000,107928.000000
RIH3 [SPBFUT],Daily,20221226,000000,99460.000000,101970.000000,99460.000000,100580.000000,93703.000000
RIH3 [SPBFUT],Daily,20221227,000000,100810.000000,101640.000000,98210.000000,98900.000000,105367.000000
RIH3 [SPBFUT],Daily,20221228,000000,98900.000000,99370.000000,95660.000000,96080.000000,111476.000000
RIH3 [SPBFUT],Daily,20221229,000000,96170.000000,98180.000000,95600.000000,96600.000000,121042.000000
RIH3 [SPBFUT],Daily,20221230,000000,96610.000000,99260.000000,96230.000000,98300.000000,78087.000000
RIH3 [SPBFUT],Daily,20230103,000000,98280.000000,99410.000000,96590.000000,96640.000000,50870.000000
RIH3 [SPBFUT],Daily,20230104,000000,96700.000000,97740.000000,95640.000000,95860.000000,58402.000000
RIH3 [SPBFUT],Daily,20230105,000000,95920.000000,96900.000000,94900.000000,95500.000000,54066.000000
RIH3 [SPBFUT],Daily,20230106,000000,95430.000000,96500.000000,95050.000000,96060.000000,45786.000000
RIH3 [SPBFUT],Daily,20230109,000000,96070.000000,98950.000000,96070.000000,98230.000000,79796.000000
RIH3 [SPBFUT],Daily,20230110,000000,98210.000000,98900.000000,96980.000000,97840.000000,78760.000000
RIH3 [SPBFUT],Daily,20230111,000000,97750.000000,101390.000000,97380.000000,101190.000000,120083.000000
RIH3 [SPBFUT],Daily,20230112,000000,101370.000000,102280.000000,100970.000000,101880.000000,89136.000000
RIH3 [SPBFUT],Daily,20230113,000000,101870.000000,103060.000000,100520.000000,100840.000000,125825.000000
RIH3 [SPBFUT],Daily,20230116,000000,100700.000000,103250.000000,100640.000000,102840.000000,92822.000000
RIH3 [SPBFUT],Daily,20230117,000000,102770.000000,102770.000000,99840.000000,100120.000000,90334.000000
RIH3 [SPBFUT],Daily,20230118,000000,100200.000000,102090.000000,99620.000000,100740.000000,109922.000000
RIH3 [SPBFUT],Daily,20230119,000000,100730.000000,101020.000000,99110.000000,99650.000000,101828.000000
RIH3 [SPBFUT],Daily,20230120,000000,99690.000000,100200.000000,98720.000000,99230.000000,82155.000000
RIH3 [SPBFUT],Daily,20230123,000000,99260.000000,101280.000000,99190.000000,100520.000000,88021.000000
RIH3 [SPBFUT],Daily,20230124,000000,100530.000000,101490.000000,99060.000000,99090.000000,93157.000000
RIH3 [SPBFUT],Daily,20230125,000000,99140.000000,99900.000000,98510.000000,99760.000000,91463.000000
RIH3 [SPBFUT],Daily,20230126,000000,99610.000000,100430.000000,98750.000000,99430.000000,98984.000000
RIH3 [SPBFUT],Daily,20230127,000000,99490.000000,100120.000000,98950.000000,99900.000000,64961.000000
RIH3 [SPBFUT],Daily,20230130,000000,99830.000000,100430.000000,98590.000000,98820.000000,84594.000000
RIH3 [SPBFUT],Daily,20230131,000000,98780.000000,100720.000000,98410.000000,100690.000000,98588.000000
RIH3 [SPBFUT],Daily,20230201,000000,100600.000000,101370.000000,99870.000000,101000.000000,93700.000000
RIH3 [SPBFUT],Daily,20230202,000000,100870.000000,101690.000000,100130.000000,100470.000000,91555.000000
RIH3 [SPBFUT],Daily,20230203,000000,100470.000000,100650.000000,99050.000000,100170.000000,105431.000000
RIH3 [SPBFUT],Daily,20230206,000000,100160.000000,101410.000000,99950.000000,101090.000000,86776.000000
RIH3 [SPBFUT],Daily,20230207,000000,101120.000000,101880.000000,100200.000000,100870.000000,91969.000000
RIH3 [SPBFUT],Daily,20230208,000000,100800.000000,101110.000000,98270.000000,98530.000000,107556.000000
RIH3 [SPBFUT],Daily,20230209,000000,98450.000000,99090.000000,97190.000000,98150.000000,128189.000000
RIH3 [SPBFUT],Daily,20230210,000000,98190.000000,99080.000000,97880.000000,98430.000000,79779.000000
RIH3 [SPBFUT],Daily,20230213,000000,98480.000000,98670.000000,97400.000000,97550.000000,86222.000000
RIH3 [SPBFUT],Daily,20230214,000000,97470.000000,97810.000000,96010.000000,96320.000000,104661.000000
RIH3 [SPBFUT],Daily,20230215,000000,96350.000000,96380.000000,91880.000000,93090.000000,146670.000000
RIH3 [SPBFUT],Daily,20230216,000000,93240.000000,94270.000000,92060.000000,92490.000000,116899.000000
RIH3 [SPBFUT],Daily,20230217,000000,92410.000000,94260.000000,91400.000000,93980.000000,112854.000000
RIH3 [SPBFUT],Daily,20230220,000000,94000.000000,94430.000000,92090.000000,93190.000000,110478.000000
RIH3 [SPBFUT],Daily,20230221,000000,93020.000000,95940.000000,92650.000000,94820.000000,141570.000000
RIH3 [SPBFUT],Daily,20230222,000000,94840.000000,95070.000000,93150.000000,93600.000000,87117.000000
RIH3 [SPBFUT],Daily,20230224,000000,93590.000000,94890.000000,92000.000000,92700.000000,94804.000000
RIH3 [SPBFUT],Daily,20230227,000000,92700.000000,96380.000000,92120.000000,96250.000000,128368.000000
RIH3 [SPBFUT],Daily,20230228,000000,96300.000000,96780.000000,95110.000000,95770.000000,95741.000000
RIH3 [SPBFUT],Daily,20230301,000000,95780.000000,97170.000000,95320.000000,96960.000000,96074.000000
RIH3 [SPBFUT],Daily,20230302,000000,96780.000000,96930.000000,93970.000000,94950.000000,131035.000000
